Lat,Lon
41.7793512872143, -87.7560690391607
41.779196235143 , -87.7562662222846
41.7791673312814, -87.7568800619224
41.7790428977076, -87.7572749180661
41.7790340795803, -87.7575100681269
41.7789774899742, -87.7590274936057
41.7726979860396, -87.7664435665638
41.7734962395218, -87.7671974726303
41.7793419661297, -87.7596917034416
41.7802028012599, -87.7607084000857
41.7803610606432, -87.7606604426969
41.7805960518487, -87.7603343324525
41.781181131993 , -87.7609865529412
41.7758556606214, -87.7675573623024
41.7764086174605, -87.7682849370908
41.7826155369285, -87.7600450300848
41.7832550506409, -87.7600795983936
41.7849186505009, -87.7601703402041
41.784969765714 , -87.760396677058
41.7852311334833, -87.7603990749275
41.7867849528828, -87.7604542259247
41.7869959653939, -87.7604686131414
41.788265936998 , -87.7605174697313
41.7882332668615, -87.7602452356786
41.7884546574757, -87.7603169537649
41.7891633396372, -87.7612710002039
41.7893863414955, -87.7614004851539
41.7909545481116, -87.761490405258
41.791310631724 , -87.7611307248415
41.7914176366479, -87.7612557137862
41.7913706444167, -87.7613328589351
41.7967966109948, -87.7689321376018
41.7973079921317, -87.7684207564649
41.7917900970566, -87.760804385565
41.7922426536033, -87.760253104625
41.7922480488096, -87.7581867406319
41.7970549325257, -87.7653047225482
41.7975871015137, -87.764805814122
41.7913902110161, -87.7561851191138
41.7914873247286, -87.7487721057287
41.7979435454912, -87.7408084162643
41.7974557239185, -87.7403095078377
41.7921994919534, -87.7470753133637
41.7919489802989, -87.7464964810789
41.7926003768674, -87.7455285009168
41.7925933420095, -87.7438957384814
41.792212080768 , -87.7433274434232
41.7980412483913, -87.7358810026232
41.7976545943607, -87.7354444577499
41.7918128355056, -87.7427447611484
41.7914251894014, -87.7423426126622
41.7910508794329, -87.7424568501201
41.7869607466863, -87.7476184307926
41.7862449826574, -87.7476615924425
41.7850562388807, -87.7461864531341
41.7850570748409, -87.7461081683188
41.7850683730664, -87.7460671089137
41.784920299142 , -87.7458593102611
41.7848911321527, -87.7458734545716
41.7848511405677, -87.7458758830012
41.7848287292627, -87.7458707419641
41.7848062146204, -87.7458576051935
41.784789628963 , -87.7458388494501
41.784778778533 , -87.7458098633012
41.7847719582626, -87.7457422806227
41.7847772284715, -87.7456991889148
41.784785288791 , -87.7456672576492
41.7846282934019, -87.7454450175908
41.7845708377914, -87.7454565913829
41.7845216491751, -87.7454458442903
41.7845021659512, -87.7454237690763
41.783191130833 , -87.7435528127096
41.7825629265055, -87.7435209472728
41.7820894971573, -87.7429815109481
41.7818870742566, -87.742936659138
41.7779761486401, -87.7368959694537
41.7774104917227, -87.7373169234387
41.7812135478806, -87.742936659138
41.7798179467268, -87.7428494969952
41.7794310092787, -87.7434458358858
41.7740191811814, -87.7357804413936
41.7735350840987, -87.7363697769725
41.7790122063937, -87.7439875483131
41.7788483270039, -87.7444609776613
41.7788392225934, -87.7458038782164
41.7789848931621, -87.7462864119752
41.7793536217891, -87.7468053633762
41.7793729651105, -87.7474578929254
41.7793578089542, -87.7482735696986
41.7795049614532, -87.7482796321611
41.7795358248987, -87.7482030246804
41.7795733019396, -87.7481627919747
41.779660656513 , -87.7481677521713
41.7808785394268, -87.7498854281399
41.7806509647274, -87.7501691763412
41.7814388340983, -87.7512717613567
41.7818954238435, -87.7515497481731
41.7818526935729, -87.7535235025814
41.7816150364501, -87.7534241186937
41.7803129634859, -87.755120366401
41.7802126193674, -87.75501714159
41.7793505523704, -87.7561028419819
41.7793512872143, -87.7560690391607
