shapeid,partid,x,y
"0","0",-87.8667182046929,41.981596934111
"0","0",-87.8654607111494,41.9808374289294
"0","0",-87.8639674375664,41.9696775007942
"0","0",-87.8639870859031,41.9695168069204
"0","0",-87.8637513058637,41.9685234176111
"0","0",-87.8804130953156,41.9687060271021
"0","0",-87.8828789615611,41.96641606621
"0","0",-87.8720134314115,41.9662224931749
"0","0",-87.8719741347383,41.9651413952205
"0","0",-87.8845097735004,41.9652180953421
"0","0",-87.893145217444,41.9578033232996
"0","0",-87.8806979961965,41.9577083501797
"0","0",-87.880648875355,41.9568024456143
"0","0",-87.8950314577593,41.956254513216
"0","0",-87.8963871929859,41.9551147987376
"0","0",-87.8989414767462,41.9530252692594
"0","0",-87.9123147168215,41.9414848106056
"0","0",-87.9139448010446,41.9423162351119
"0","0",-87.8997003,41.9534171
"0","0",-87.9002987,41.9538061
"0","0",-87.9005314,41.9539565
"0","0",-87.900658,41.9540625
"0","0",-87.9007307,41.9541448
"0","0",-87.9008095,41.954258
"0","0",-87.9008806,41.954407
"0","0",-87.9009567,41.9546397
"0","0",-87.9008304,41.9549305
"0","0",-87.9007339,41.9550741
"0","0",-87.9004227,41.9553613
"0","0",-87.9002832,41.955457
"0","0",-87.9002189,41.9555209
"0","0",-87.9001009,41.9556086
"0","0",-87.8999077,41.9557682
"0","0",-87.8995644,41.9560953
"0","0",-87.8992855,41.9562948
"0","0",-87.899028,41.9565262
"0","0",-87.8988778,41.9566698
"0","0",-87.8986929,41.9568338
"0","0",-87.8985762,41.9568442
"0","0",-87.8984597,41.9569428
"0","0",-87.8976307,41.9577255
"0","0",-87.897392,41.9579607
"0","0",-87.8973827,41.9580028
"0","0",-87.8973828,41.9580886
"0","0",-87.8974074,41.9581709
"0","0",-87.8974546,41.9582426
"0","0",-87.8975204,41.9582978
"0","0",-87.897629,41.958331
"0","0",-87.8977451,41.9583511
"0","0",-87.8980431,41.9583837
"0","0",-87.8985015,41.9584159
"0","0",-87.8987946,41.958426
"0","0",-87.8992386,41.9584201
"0","0",-87.8995239,41.9584027
"0","0",-87.8999023,41.9583652
"0","0",-87.8999813,41.9583225
"0","0",-87.9000153,41.958293
"0","0",-87.9000686,41.9582208
"0","0",-87.9000869,41.9581796
"0","0",-87.900099,41.9581363
"0","0",-87.9001207,41.9579691
"0","0",-87.900176,41.9575443
"0","0",-87.8988148,41.9575569
"0","0",-87.8988121,41.9573953
"0","0",-87.8987602,41.9573953
"0","0",-87.8987531,41.9571041
"0","0",-87.8988316,41.9571001
"0","0",-87.8988228,41.9569405
"0","0",-87.90018,41.9569306
"0","0",-87.9028568,41.9569326
"0","0",-87.9030835,41.9569345
"0","0",-87.9047371,41.9569306
"0","0",-87.9050646,41.9569314
"0","0",-87.9052602,41.9569286
"0","0",-87.9053766,41.9569283
"0","0",-87.9067031,41.9569246
"0","0",-87.9088033,41.9569326
"0","0",-87.909991,41.9569279
"0","0",-87.9110966,41.9569246
"0","0",-87.9127628,41.9569342
"0","0",-87.9137682,41.9569284
"0","0",-87.9144615,41.956921
"0","0",-87.9146434,41.9569211
"0","0",-87.9150902,41.9569215
"0","0",-87.9153639,41.9569193
"0","0",-87.9154208,41.9569188
"0","0",-87.915627,41.9569175
"0","0",-87.9157072,41.956917
"0","0",-87.9159062,41.9569159
"0","0",-87.9160427,41.9569151
"0","0",-87.9162418,41.9569156
"0","0",-87.9162995,41.9569177
"0","0",-87.9184608,41.9569071
"0","0",-87.9200009,41.9568996
"0","0",-87.9201809,41.9568975
"0","0",-87.9203126,41.956896
"0","0",-87.922121,41.9569156
"0","0",-87.9236857,41.9569019
"0","0",-87.9250375,41.9569019
"0","0",-87.9263562,41.9569082
"0","0",-87.9482024827884,41.9552555591718
"0","0",-87.9481169628358,41.9583342774672
"0","0",-87.9281903,41.9590455
"0","0",-87.9284914,41.9592047
"0","0",-87.9285619,41.9592427
"0","0",-87.9286029,41.9591936
"0","0",-87.9286891,41.9590987
"0","0",-87.9287211,41.9591825
"0","0",-87.928729,41.9592091
"0","0",-87.9288533,41.9591938
"0","0",-87.9288358,41.9593084
"0","0",-87.9288022,41.9593582
"0","0",-87.9292452,41.9595663
"0","0",-87.9299967,41.9598909
"0","0",-87.9304322,41.9600783
"0","0",-87.9307945,41.9602898
"0","0",-87.9311516,41.9606164
"0","0",-87.9312331,41.9607025
"0","0",-87.9313266,41.9608295
"0","0",-87.9314328,41.9610159
"0","0",-87.9315001,41.9611764
"0","0",-87.9315617,41.9613888
"0","0",-87.9315868,41.9615276
"0","0",-87.9315987,41.9616652
